,User,Text,Date,Favorites,Retweets,Mentions,HashTags,Search Keywords
0,ShaunBNoodlez,This guy that just came to the job and was coughing like crazy for weeks was diagnosed with CoVid-19. I really want to kick his ass because he was on some bullshit the whole time,2020-03-30 23:57:16+00:00,0.0,1.0,,,covid
1,jessepstein,We will become one as long as Covid is around. And even after in some cities. People like to live. ,2020-03-30 23:56:03+00:00,0.0,2.0,,,covid
2,Ramol529,A COVID-19 Admonition ***EXPLICIT https://youtu.be/e0-2XxgHIXk via @YouTube,2020-03-30 23:53:11+00:00,0.0,1.0,@YouTube,,covid
3,bdhowald,"COVID-19 has an incubation period of up to 14 days (97.5% &lt;= 11 days) and serious symptoms don’t develop for roughly a week, so we were headed here on 3/9. If you could go back three weeks, how would you have convinced the city to take this seriously given the limited data?",2020-03-30 23:45:38+00:00,1.0,4.0,,,covid
4,parkslope5thave,#repost @goodwinenyc ・・・ We are here to safely sell you wine!! Call 718-499-2392 for delivery or take out #covid_19 #socialdistancing #goodwine @Good Wine https://www.instagram.com/p/B-YGi68Dumf/?igshid=19yyvx5vu635x,2020-03-30 23:41:42+00:00,1.0,1.0,@GoodWineNYC,#repost #covid_19 #socialdistancing #goodwine,covid
5,gochrisgo,@NotifyNYC Hey would you mind going a little lighter on the Covid texts or making a separate list only for essential ones? I have a weird plan where I pay for texts and I can’t be the only one. Thanks for your work!,2020-03-30 23:36:01+00:00,0.0,0.0,@NotifyNYC,,covid
6,fosteryourstyle,"Just in case you didn’t hear me the first time, @dinemarket who connects vendors with restaurants, is offering home delivery because of COVID-19! I got all of this for $50, so cheap and #sofresh! If you live in NYC,… https://www.instagram.com/p/B-YFhJOgVdk/?igshid=evybh4cdqpnk",2020-03-30 23:32:43+00:00,2.0,3.0,@DineMarket,#sofresh,covid
7,DJLecheNYC,"If Batman can do it, you can do it. #StayHome #Batman #covid_19 #quarantine #coronavirus @Yonkers, New York https://www.instagram.com/p/B-YEmCLhChY/?igshid=19s4xe85k5tuv",2020-03-30 23:24:39+00:00,1.0,0.0,,#StayHome #StayHome #Batman #covid_19 #quarantine #coronavirus,covid
8,dorothyknable,"Tune in for Rev Barber of t’ PoorPeople’s Campaign, @CornelWest &amp; more with doctors and Bernie on Covid-19. ",2020-03-30 23:24:00+00:00,1.0,0.0,@CornelWest,,covid
9,LaLove10,"happy Monday • • hope everyone is doing ok, and staying positive throughout this COVID-19 crisis • • With so much information being passed around, it can get a little overwhelming to remember the basic facts, so… https://www.instagram.com/p/B-YEex8p9gh/?igshid=1u758ns52dfc0",2020-03-30 23:23:42+00:00,0.0,0.0,,,covid
10,Alonzo_Golden,Fox News reportedly fears its early downplaying of COVID-19 leaves it open to lawsuits #Topbuzz,2020-03-30 23:23:26+00:00,0.0,0.0,,#Topbuzz,covid
11,pburka,"My COVID exercise consists of walking downstairs to the lobby then running back up 9 stories several times a day. If I don't break my neck, I'll soon be fitter than before isolation. ",2020-03-30 23:21:17+00:00,0.0,6.0,,,covid
12,Cesar_O_Esparza,"How historic is this tragedy? 9/11 attacks victim fatalities: 2,977 US Coronavirus deaths (*): 2,998 (*) up to March 30, 2020. Worldwide Covid-19 deaths: 37,612",2020-03-30 23:19:25+00:00,0.0,1.0,,,covid
13,KHERA_MD,"Thank you NYC for your support. These are unprecedented times. Thank you all NPs, PAs, respiratory techs, support staff, administration, and physician colleagues - we are NY strong and we will get over COVID-19. @NYGovCuomo @MountSinaiNYC @DrDavidReich",2020-03-30 23:13:25+00:00,1.0,33.0,@NYGovCuomo @MountSinaiNYC @DrDavidReich,,covid
14,Playboyfjc17,"If the world is ending, I’m goin’ out listening to my pops old records #Covid_19",2020-03-30 23:13:21+00:00,1.0,4.0,,#Covid_19,covid
15,SFC_KALYUZHNY,#joinarmychallenge #рекрутерармиисша #calltoservice #serveyournation #covid_19 #коронавирус #pandemic @Sergeant First Class Kalyuzhny https://www.instagram.com/p/B-YDQRwHnWZ/?igshid=19ny4ki9jroi3,2020-03-30 23:12:55+00:00,0.0,0.0,,#joinarmychallenge #calltoservice #serveyournation #covid_19 #pandemic,covid
16,Magda_Rze,Thank you! Thank you! Thank you! NYC will be forever grateful for all healthcare heroes! #VolumeOn #7PM #Covid_19 #StayAtHome #NYC,2020-03-30 23:09:59+00:00,1.0,4.0,,#VolumeOn #7PM #Covid_19 #StayAtHome #StayAtHome #NYC,covid
17,AkibaLeisman,"3/ we’ve gotten all of 20 assays back from our production rig before we suspended mining due to COVID. There were no surprises, but it also was only 20 assays.",2020-03-30 23:09:37+00:00,0.0,1.0,,,covid
18,sinceredecoded,Covid-19 ,2020-03-30 23:09:29+00:00,0.0,0.0,,,covid
19,erikorton,"1. Resupplying redfox403 in midtown. #sisterreunion 2. Sunday walk with these fashionistas #patterns #covidworld #coronavirus #manhattan #covid_19 #sisters #coronasisters @New York, New York https://www.instagram.com/p/B-YCm0gBVZh/?igshid=9ui4dkzvrb74",2020-03-30 23:07:18+00:00,0.0,0.0,,#sisterreunion #patterns #covidworld #coronavirus #manhattan #covid_19 #sisters #coronasisters,covid
20,richarddblewitt,A testing system critical to get on top of covid-19. In many countries Red Cross and Red Crescent National Societies support tracing efforts. @IFRC_NYC @ecapobianco,2020-03-30 23:07:03+00:00,0.0,1.0,@IFRC_NYC @ecapobianco,,covid
21,StacyLeMelle,We #ClapBecauseWeCare #clapbecausewecareNYC because we deeply grateful to everyone at our hospitals. THANK YOU! #Harlem #NYC #StayAtHome #Covid_19 #Quarantine,2020-03-30 23:06:50+00:00,1.0,15.0,,#ClapBecauseWeCare #clapbecausewecareNYC #Harlem #NYC #StayAtHome #StayAtHome #Covid_19 #Quarantine,covid
22,dondidonde,"#clapbecausewecare #healthcareworkers #covid_19 @New York, New York https://www.instagram.com/p/B-YCN86nXzz/?igshid=vpthkprwmr78",2020-03-30 23:04:20+00:00,0.0,1.0,,#clapbecausewecare #healthcareworkers #covid_19,covid
23,myteks,#NewYorkStrong #NewYork #coronavirus #DontBeASpreader #Covid_19 #QuedateEnLaCasa #StayTheFuckHome #Corona #CoronavirusOutbreak @Statue of Liberty National Monument https://www.instagram.com/p/B-YCPE_DuF3/?igshid=6dgy70ccy82d,2020-03-30 23:04:03+00:00,1.0,0.0,,#NewYorkStrong #NewYork #coronavirus #DontBeASpreader #Covid_19 #QuedateEnLaCasa #StayTheFuckHome #Corona #CoronavirusOutbreak,covid
24,mirenarhee,"Just play #dancing Queen in you head #painting #artist #NewYork #comforting #justdance #manhattan #covid #covid_19 #lockdown @Manhattan, New York https://www.instagram.com/p/B-YCGOCFlgn/?igshid=10272rily1p4l",2020-03-30 23:02:55+00:00,0.0,0.0,,#dancing #painting #artist #NewYork #comforting #justdance #manhattan #covid #covid_19 #lockdown,covid
25,shopcelebrities,"So, just in case clarity is needed. Here are some steps to ensure that you protect yourself and your family #covid #thoughtful #sharing #educator #businesswoman #businessowner #familyfirst #staysafe #justsharing… https://www.instagram.com/p/B-YB1AhlncT/?igshid=1wny58wyjwikv",2020-03-30 23:00:28+00:00,0.0,0.0,,#covid #thoughtful #sharing #educator #businesswoman #businessowner #familyfirst #staysafe #justsharing,covid
26,JohnnyWDawson,Iconic. This will be a photo that captures the strength of America while remembering the resilience we displayed through these times. This too shall pass and we’ll be stronger because of it. #covid_19… https://www.instagram.com/p/B-YBqWwAo_B/?igshid=1072yjczj41gd,2020-03-30 22:59:02+00:00,0.0,0.0,,#covid_19,covid
27,TinyTender,It would 100% solve the issue of people staying away from the hospital and dying of COVID-19 because they were terrified of the medical debt they would incur. Please don't be cute and strawman that people are saying it would have prevented the virus from being a huge problem.,2020-03-30 22:58:05+00:00,0.0,1.0,,,covid
28,byjazzz,"""So this covid shit wiped all them motherfuckers"" ",2020-03-30 22:56:18+00:00,0.0,0.0,,,covid
29,IamTamaraShanay,Western Michigan University Senior Passes Away After Being Denied COVID-19 Test! ,2020-03-30 22:54:14+00:00,0.0,0.0,,,covid
30,julianpatrickR,"With COVID-19 taking over the streets and the supporters demanding more , we’re bringing the show to you LIVE tonight ! Don’t miss it @julianpatrickR",2020-03-30 22:51:28+00:00,1.0,1.0,@julianpatrickR,,covid
31,lovekjc_x,Trump was so quick to call COVID-19 the Chinese virus but somehow ain’t quick enough to pick up on everything China/Italy did to contain the virus after it started spreading like wildfire .. So now China is returning to normal while the U.S has barely peaked in cases. Wonderful,2020-03-30 22:50:47+00:00,1.0,11.0,,,covid
32,LancelottiNYC,"Due to the COVID-19 shutdown we’re still closed for in-store shopping but we’ve added items online for pickup, including sodastream exchange canisters! Follow the link in profile, thanks for your continued support and stay safe! – at Lancelotti Housewares",2020-03-30 22:45:21+00:00,0.0,1.0,,,covid
33,NYCDoctorV,Healthcare volunteers flying @SouthwestAir from #atlanta to #nyc to help us fight and WIN this war. #thankyou #nylovesyou #covid_19,2020-03-30 22:38:02+00:00,1.0,16.0,@SouthwestAir,#atlanta #nyc #thankyou #thankyou #nylovesyou #covid_19,covid
34,Trigonis,"Hey @AskeBay, I’d love to hear from you about temporarily closing my store due to COVID-19. I’ve had to turn down two decent offers already ‘cause buyers are still finding my items &amp; @ebay doesn’t seem to have the “vacation mode” as described in its outdated Help Center article.",2020-03-30 22:34:12+00:00,0.0,2.0,@AskeBay @eBay,,covid
35,ameenaali,"Found new way to rid COVID 19 out of our lives! It’s portable, transferable and easy to use! Add hot water and GO! #PortableHumidifier ...you can get it at http://www.eezeeliving.com @Harlem New York https://www.instagram.com/p/B-X-zaOghEx/?igshid=y6syzzuaqjyp",2020-03-30 22:34:05+00:00,0.0,0.0,,#PortableHumidifier,covid
36,TheJLV,"What my mornings look like these days. We’re blessed. #covid_19 @El Barrio, East Harlem, New York https://www.instagram.com/p/B-X-Rq8BL22/?igshid=o2jy26gli4w9",2020-03-30 22:29:28+00:00,0.0,5.0,,#covid_19,covid
37,lorac328,"Article in a British Newspaper stated that many in the Wuhan Province of China, who have had and recovered from Covid 19, are now testing positive again with the Virus! ",2020-03-30 22:28:07+00:00,0.0,0.0,,,covid
38,ScienceByNadia,University of Washington is doing similar efforts. @UWVirology can you give Andy more details about volunteering to help w/ covid testing? Thank you! ,2020-03-30 22:25:23+00:00,0.0,1.0,@UWVirology,,covid
39,fashion7thave,New York's Mount Sinai hospital workers say they're down to one mask #Covid_19 #Coronavirustruth #Coronavirus #Nyc #CoronaVirusUpdates #CornVirusnewyork,2020-03-30 22:24:51+00:00,0.0,3.0,,#Covid_19 #Coronavirustruth #Coronavirus #Nyc #CoronaVirusUpdates #CornVirusnewyork,covid
40,juliemaybee,Where’s NJ’s COVID-19 antibody testing? Think of how much help people who have already had it and have immunity could be. The lack of both kinds of testing—virus and antibody—in the U.S. is criminal. @GovMurphy @NJGov,2020-03-30 22:24:42+00:00,0.0,0.0,@GovMurphy @NJGov,,covid
41,RiveraMarcelo20,"Amigo, ánimo y vamos a la acción: tómele las fotocopias a los recibos del teléfono e internet y súbalos a la web. Dios lo guié y cuídese mucho. No salgas de que COVID-19 está matando muchas personas. @SenadoGovCo @elespectador @",2020-03-30 22:23:57+00:00,1.0,2.0,@SenadoGovCo @elespectador,,covid
42,StephanieCheng,I got a little teary seeing the Navy ship and photo of Javits Center transformed by the National Guard to treat COVID-19 patients. Thankful that there’s so many people working together to protect us. @USNavy @javitscenter @NYGovCuomo @NationalGuard #StayAtHome #COVID19 #NYC,2020-03-30 22:21:35+00:00,0.0,0.0,@USNavy @javitscenter @NYGovCuomo @NationalGuard,#StayAtHome #StayAtHome #COVID19 #NYC,covid
43,CFlyersTV,"... Also #BrooklynNY! #Week3 #Quarantine • #TAG SUM1 FROM BROOKLYN! #Rona #socialdistancing #covid_19 @Brooklyn, New York https://www.instagram.com/p/B-X8z3DjDnK/?igshid=18qrm6lhib5w7",2020-03-30 22:18:00+00:00,0.0,0.0,,#BrooklynNY #Week3 #Quarantine #TAG #Rona #socialdistancing #covid_19,covid
44,FindiddyDaDon,whho pullin up to Club Living Room tonite?! its gonna be litt! #Quarantine #StayAtHome #LivingRoom #QuarantineAndChill #CoronaVirus #Covid_19 #Findiddy #FindiddyDaDon #SleezyFinBeezly… https://www.instagram.com/p/B-X83UaBK2Kz-gEA8L0F4A-zq7gbx2sXpYNF9k0/?igshid=1tvzmyl369g0e,2020-03-30 22:17:07+00:00,0.0,0.0,,#Quarantine #StayAtHome #StayAtHome #LivingRoom #QuarantineAndChill #CoronaVirus #Covid_19 #Findiddy #FindiddyDaDon #SleezyFinBeezly,covid
45,VidaEnAlto,"Enfrentar dificultades es inevitable. Aprender de ellas es opcional. #johnmaxwell #esperanza#prayfortheworld#hopeful #wewillgetthroughthis#prevaleceremosjuntos#covid_19#coronavirus @New York, New York https://www.instagram.com/p/B-X8qDnDtLw/?igshid=1ji6d2d2zbog6",2020-03-30 22:15:17+00:00,0.0,0.0,,#johnmaxwell,covid
46,FranciscoMoyaNY,Join my zoom town hall on COVID-19 with specialist in infectious disease Dr.Masci in 15 minutes! https://zoom.us/j/719902939,2020-03-30 22:14:21+00:00,1.0,2.0,,,covid
47,thesageRR3,By burping/ farting on others you're testing for Covid! It's doing God's work!,2020-03-30 22:09:17+00:00,0.0,1.0,,,covid
48,AnieAkpe,The #PressConference with Trump has me in tears! #lockdown #COVID19 #Covid_19,2020-03-30 22:07:04+00:00,0.0,0.0,,#PressConference #lockdown #COVID19 #Covid_19,covid
49,AlPaul,Nurses at hospitals close to my NJ home are being told to wear single use masks and gowns all day ON THE COVID FLOOR. This is a clown show to distract from such realities. ,2020-03-30 22:06:42+00:00,0.0,3.0,,,covid
50,ktrain_11,"Shoutout to @beccaroux &amp; @breakingtco for their leadership. Sporting my tee now Amid covid-19 pandemic, USWNT gave a t-shirt company its biggest sales day ever by @linzsports",2020-03-30 22:05:36+00:00,8.0,37.0,@beccaroux @linzsports,,covid
51,SFC_KALYUZHNY,#joinarmychallenge #loyalty #covid_19 #коронавирус #рекрутерармиисша #calltoservice #serveyourcountry @Sergeant First Class Kalyuzhny https://www.instagram.com/p/B-X7fnJHzhN/?igshid=10s21w2h9g21i,2020-03-30 22:05:09+00:00,0.0,1.0,,#joinarmychallenge #loyalty #covid_19 #calltoservice #serveyourcountry,covid
52,reema_bhatt,@YevgeniyBr thoughts on catheter directed thrombolytics on CoVID PE?,2020-03-30 22:04:28+00:00,0.0,6.0,@YevgeniyBr,,covid
53,the_ashhole,bro what THEE FUCK does Covid-19 have to do with abortion?!? ,2020-03-30 22:02:06+00:00,0.0,1.0,,,covid
54,ChrisDooB,"Chicken biscuit for dinner with @sirkensingtons garlic everything sauce! #socialdistancing #covid_19 #quarantineandchill @Brooklyn, New York https://www.instagram.com/p/B-X7JFQhdtj/?igshid=1jurkf59oz7a6",2020-03-30 22:02:06+00:00,0.0,0.0,@sirkensingtons,#socialdistancing #covid_19 #quarantineandchill,covid
55,RiveraMarcelo20,"Amigo, con todo respeto usted no es el único. Son millones de usuarios de @ClaroColombia @MovistarPlus en Colombia que están sufriendo a causa del COVID-19 y la irresponsabilidad de Duque de no cerrar los aeropuertos internacionales. @cnnbrk @AUGUSTOOCAMPO @SenorCaicedo @lafm",2020-03-30 22:01:13+00:00,0.0,1.0,@ClaroColombia @MovistarPlus @cnnbrk @AUGUSTOOCAMPO @SenorCaicedo @lafm,,covid
56,Lipogems1,Happy Doctor’s Day! Thank you to the doctors that are dedicated to helping their patients and the brave ones currently on the frontline fighting Covid-19! We thank you for your dedication and commitment to helping patients all over the world ,2020-03-30 22:00:14+00:00,0.0,0.0,,,covid
57,guavaqt,"I got some new followers over night so help!: I am working on a project that aims to investigate how Covid-19 will affect the entertainment/media industries in the long run, as well as in the short term. Looking for folks to interview from all walks of life, DM me!",2020-03-30 21:54:54+00:00,1.0,7.0,,,covid
58,FionaMESH,Timely to draw attention to this important issue. Anti-domestic-abuse campaign enlists people at home as allies during Covid-19 https://www.campaignlive.co.uk/article/anti-domestic-abuse-campaign-enlists-people-home-allies-during-covid-19/1678599 via @campaignmag,2020-03-30 21:52:46+00:00,1.0,1.0,@Campaignmag,,covid
59,JimGaffigan,"Tonight on DINNER WITH THE GAFFIGANS we are having dumplings, raise money for WHO COVID-19 Response Fund &amp; I reveal my new haircut. 6pm on my @youtube",2020-03-30 21:51:03+00:00,11.0,313.0,@YouTube,,covid
60,MichaelDEsposi1,Welcome home! #nyc #corona #covid_19 #pandemic #hudsonyards @Hudson Yards New York https://www.instagram.com/p/B-X52Ijgjl5/?igshid=1ur5q7prfulqx,2020-03-30 21:50:43+00:00,0.0,0.0,,#nyc #corona #covid_19 #pandemic #hudsonyards,covid
61,RiveraMarcelo20,"El que se queda callado pierde. Afortunadamente soy cliente de @ATTMx y ellos siempre están a la orden. Siempre ayudan y no le están cortando el servicio a sus clientes debido a COVID-19. Muchos dirán que usted está USA, Twitter es universal y el que pide ayuda nunca pierde...",2020-03-30 21:50:41+00:00,1.0,3.0,@ATTMx,,covid
62,DamatrixStudio,Stay ready like our guest @TeC_dA_CtB on @DamatrixStudio with iam_broadway it’s that real out here #covid_19 #corona #nyc #music full interview on our #Dsnbxtv #Youtube @Damatrix Studios https://www.instagram.com/p/B-X5cmRlfzO/?igshid=zxr4fp66bvuj,2020-03-30 21:50:25+00:00,0.0,0.0,@TeC_dA_CtB @DamatrixStudio,#covid_19 #corona #nyc #music #Dsnbxtv #Youtube,covid
63,erikableiberg,"Your humor strikes the perfect chord in my COVID-19 brain, @davejorgenson. Thanks for making me smile!",2020-03-30 21:47:39+00:00,0.0,0.0,@davejorgenson,,covid
64,Israel_SR34,"Employees at the Amazon warehouse in Staten Island said they’re kept in the dark about the number of Covid-19 cases at the facility, now they are demanding @amazon shutdown the warehouse for two weeks and do thorough cleaning.",2020-03-30 21:42:24+00:00,1.0,3.0,@amazon,,covid
65,MarkuuSan,"Seven transit workers are dead since Thursday, six from COVID-19 alone: MTA ",2020-03-30 21:41:52+00:00,2.0,1.0,,,covid
66,gntlmnking,"Honestly, we don’t have a leader. We have a showman. “The orange moron” looked like he was on the shopping network, selling a product. They way he unboxed the COVID-19 testing kit and then had it on display. Smh, lord please help us and protect us all.",2020-03-30 21:38:17+00:00,0.0,2.0,,,covid
67,JayJayRapper,"Gente? Uma funerária em Wuhan funeral divulgou uma estimativa de 46,800 mortes, causadas por COVID-19, um número muito maior do que o divulgado por eles que é 2500 mortes, outra matéria diz que as 7 maiores funerárias somente de Wuhan estão cremando mais de 500 corpos POR DIA ",2020-03-30 21:38:13+00:00,8.0,27.0,,,covid
68,VietNam_UN,"#UNSC work is not just ""essential"", it is indispensable! #COVID could not stop UNSC from uninamously adopting Resolutions in day on Safety&amp;Security of #Peacekeepers and on the extensions of @UNSOM, @UNAMID and 1718 Com PoE",2020-03-30 21:37:23+00:00,8.0,14.0,@UNSOM @unamid,#UNSC #COVID #Peacekeepers,covid
69,VeronaTownship,"Dear Verona Residents: This afternoon, the Montclair Health Department updated the number of residents of Verona who have tested positive with novel Coronavirus disease 2019 (COVID-19) to seventeen (17). This… https://www.instagram.com/p/B-X4UWhD_Rv/?igshid=1eyniv6y3eqoa",2020-03-30 21:37:22+00:00,2.0,4.0,,,covid
70,VictorMu6318,Porque no los dejan allá asta que pase el covid-19 pueden venir enfermos ?,2020-03-30 21:32:18+00:00,0.0,0.0,,,covid
71,MC3WYN,Estoy muy acuerdo con ello !! #Covid_19,2020-03-30 21:29:45+00:00,0.0,0.0,,#Covid_19,covid
72,sweeneytime,I feel like I@in the horror flick Silence of the Lambs. Please make the lambs stop crying. #Coronavirustruth #Covid_19,2020-03-30 21:26:36+00:00,0.0,0.0,,#Coronavirustruth #Covid_19,covid
73,sharonlayburn,@_mshartmann_ &amp; I are doing our best to ensure that #NHPGCP library learners have plenty to read @home. 1 student’s comment: “I was able to check out a bunch of ebooks &amp; place some on my wishlist! So happy my (public library) card unexpired bc of COVID-19!” #SilverLining,2020-03-30 21:24:49+00:00,0.0,5.0,@_mshartmann_,#NHPGCP #SilverLining,covid
74,AidaOrgocka,Let’s see more of this... private sector there is a philanthropic role for you in education in emergencies even during management of COVID-19... ,2020-03-30 21:23:31+00:00,0.0,3.0,,,covid
75,kgo81,U​.​S. House of Representatives: Ask Congress to Forgive Student Debt for COVID-19 Responders o in Healthcare - Sign the Petition! http://chng.it/NQNvZ9Hy via @Change #Reminder #StudentLoanDebt #Medical,2020-03-30 21:22:56+00:00,0.0,0.0,@Change,#Reminder #StudentLoanDebt #Medical,covid
76,MyDudeK,You thought dogs were hard to train? Look at all the humans that cant sit and stay smh #Day9 #CornTeen #Quarantine #Covid #MyLifeInTheTimeOfCorona,2020-03-30 21:18:54+00:00,0.0,0.0,,#Day9 #CornTeen #Quarantine #Covid #MyLifeInTheTimeOfCorona,covid
77,amandyta09,Really? No se supone que uds deben saber cuál es el protocolo a tomar con los fallecidos por covid 19? @CynthiaViteri6,2020-03-30 21:16:01+00:00,0.0,0.0,@CynthiaViteri6,,covid
78,maxsklar,"Tonight on the Local Maximum! @naomibrockwell updates us on covid-19, anti-encryption laws, and crypto decentralization",2020-03-30 21:14:53+00:00,2.0,1.0,@naomibrockwell,,covid
79,lgbtqportland,"Lorean Borjas, a trailblazing activist known as the ""Mother of the Trans Latinx community"" in Queens, died on Monday after testing positive for COVID-19. Borjas became educator and an activist for the transgender,… https://www.instagram.com/p/B-X1iQYBM5R/?igshid=1d5tlkee5ou79",2020-03-30 21:13:05+00:00,0.0,0.0,,,covid
80,JoelsPhotoUS,"#life during #coronavirus #usa #navy #hospital #ship #comfort #usnscomfort #news #photography #nyc #nycphotographer #picoftheday #soldier #military #covid_19 @New York, New York https://www.instagram.com/p/B-X1ahMHYZt/?igshid=punpohqq0qp",2020-03-30 21:12:00+00:00,0.0,0.0,,#life #coronavirus #usa #navy #hospital #ship #comfort #usnscomfort #news #photography #nyc #nycphotographer #picoftheday #soldier #military #covid_19,covid
81,RalphyVybz,"A Close family friend passed today due to COVID-19, she was my moms next door neighbor I’ve known her my whole life...this shit fucking sucks...she worked on the frontlines of this shit...please stay home...stay safe ",2020-03-30 21:10:00+00:00,2.0,33.0,,,covid
82,Andymo,COVID-19 proves we need to continue upgrading America’s broadband infrastructure https://brook.gs/3avmEt5 via @BrookingsInst,2020-03-30 21:06:22+00:00,0.0,0.0,@BrookingsInst,,covid
83,elinarealestate,In the midst of COVID-19 we were finally able to close smoothly! We took the closing table into the car! That way everyone was safe! I am extremely happy for the new owners as this is their first home. If you have a… https://www.instagram.com/p/B-X0NsqjHRB/?igshid=1fnsjm9h8n0dl,2020-03-30 21:05:33+00:00,0.0,1.0,,,covid
84,JacqueCastan,Witnessed an escorted Red Cross vessel entering the harbor this morning. Either a good sign or bad. Hard to tell. #hudsonriver #redcross #covid_19 @Verrazano-Narrows Bridge https://www.instagram.com/p/B-X0lRuJU_A/?igshid=wdefdrq0ugvy,2020-03-30 21:04:44+00:00,0.0,0.0,,#hudsonriver #redcross #covid_19,covid
85,BENisWILD,Help has arrived. Welcome to NYC #Comfort #Covid_19 – at Pier 90,2020-03-30 21:00:32+00:00,0.0,14.0,,#Comfort #Covid_19,covid
86,realPaulHaye,"CORONAVIRUS: Underscores import of science. Science says u break ur arm u use a cast. U catch a cold u use antivirals & boost ur immune system. We take heed, don’t we? Why when science tells us there is man-made climate change or covid is real, conservatives say - hoax?",2020-03-30 20:58:42+00:00,1.0,0.0,,,covid
87,Newarkguy1973,"Wanda has always been a liberal progressive Democrat. She Became a RINO republican to bait @GOP_PR51 voters into staying in the @pnp_pr statehood party. Her draconian orwellian measures in response to the covid-19, exposed the real @wandavazquezg !",2020-03-30 20:56:02+00:00,0.0,1.0,@GOP_PR51 @pnp_pr @wandavazquezg,,covid
88,GrenellMD,"RIP James Goodrich, M.D., Ph.D., of complications of COVID-19. A great man, a top-of-his-game physician and a caring soul.",2020-03-30 20:50:26+00:00,1.0,6.0,,,covid
89,katefdp,"Today iandppppp & I delivered 35 lunches for @feedthefrontnyc to @mountsinainyc #brooklyn This #hospital is slammed with #covid_19 patients and the warm, friendly staff there deserve our admiration &amp; support. Mille… https://www.instagram.com/p/B-Xy2iCHtC9/?igshid=rjnrix3d0q5k",2020-03-30 20:49:37+00:00,0.0,3.0,@feedthefrontnyc @MountSinaiNYC,#brooklyn #hospital #covid_19,covid
90,NYPDQueensNorth,Our deepest condolences to the friends and family of Detective Cedric Dixon. A 23 year veteran who worked in the 32nd Precinct Detective Squad and passed away from Covid-19 related illness #FidelisAdMortem,2020-03-30 20:48:29+00:00,2.0,25.0,,#FidelisAdMortem,covid
91,Tony_Showtime,"omg i think i have covid. one of the symptoms is having an incredible ass shelf right? god damn, this ass",2020-03-30 20:43:05+00:00,0.0,4.0,,,covid
92,pablogrossi,@HudsonCoView what’s the Hudson County covid count to date?,2020-03-30 20:41:59+00:00,0.0,0.0,@HudsonCoView,,covid
93,bjtheriot,#covid #coronavirus #corona #virus #ncov #news #outbreak #s #follow #demodextest #acnetreatment #acne #demodexskin #newyork #demodexcati #demodexfolliculorum #demodexsurvivor #demodextreatment #demodexmange #MTA #coronavir #demodexcanis #demodexmites #nyc #ungex,2020-03-30 20:40:40+00:00,0.0,0.0,,#covid #coronavirus #corona #virus #ncov #news #outbreak #s #follow #demodextest #acnetreatment #acne #demodexskin #newyork #demodexcati #demodexfolliculorum #demodexsurvivor #demodextreatment #demodexmange #MTA #coronavir #demodexcanis #demodexmites #nyc #ungex,covid
94,AmesCG,"While we’re at it, @BrianKavanaghNY, @nily, and @LuisSepulvedaNY might be interested too! The @BrennanCenter is calling on Governor Cuomo to release people especially vulnerable to Covid-19 from prison. Read more up-thread and here: ",2020-03-30 20:39:43+00:00,1.0,3.0,@BrianKavanaghNY @nily @LuisSepulvedaNY @BrennanCenter,,covid
95,bradleyshelver,"Sending love to the unforgettable Willy Bermann. He is still with us, but not doing well and the news of his inevitable passing is devastating due to Covid-19. @Steps on Broadway https://www.instagram.com/p/B-XxYGipg0p/?igshid=y4vf7y4muxzy",2020-03-30 20:36:43+00:00,0.0,0.0,,,covid
96,tdrew1and1,47 Million people could lose their jobs because of covid-19. Please check on your friends and family now more than ever. Be a light.,2020-03-30 20:36:04+00:00,3.0,7.0,,,covid
97,VirusFiles_,Listen to Virus Files - Vendetta (Official Audio) NY Drill (COVID-19 MUSIC RELIEF) ,2020-03-30 20:34:57+00:00,0.0,0.0,,,covid
98,thesageRR3,You're the cutest rebel! Bonus: IF you can smell the gas you're free of COVID since loss of that sense is a huge red flag/ symptom.,2020-03-30 20:31:01+00:00,0.0,1.0,,,covid
99,thirst4_juice,Covid-19 can’t thrive in 80+ degree weather but we postponing the wholeeeee summer Hhmmmmm ,2020-03-30 20:28:23+00:00,0.0,1.0,,,covid
100,ArseGrammatica,"Probably, soon, Covid-19.",2020-03-30 20:28:00+00:00,1.0,3.0,,,covid
101,SFC_KALYUZHNY,#joinarmychallenge #рекрутерармиисша #calltoservice #serveyourcountry #jobsearch #careers #covid_19 #вирус #коронавирус @Sergeant First Class Kalyuzhny https://www.instagram.com/p/B-XwQ0znbrm/?igshid=16dwvzbkdpu9k,2020-03-30 20:26:59+00:00,1.0,0.0,,#joinarmychallenge #calltoservice #serveyourcountry #jobsearch #careers #covid_19,covid
102,BKCowbellGuy,When you really wanna sit with your buddies from #Section515 to watch @Mets vs @phillies but can’t go to @citifield because of #covid_19. Thankfully I have the menschonabench to help replicate the experience. … https://www.instagram.com/p/B-XwBEnFU0a/?igshid=1caf68loz5ss7,2020-03-30 20:24:51+00:00,0.0,0.0,@Mets @Phillies @CitiField,#Section515 #covid_19,covid
103,Manijuanaaaaa,How My Phonebill due when the service is shitty and trash due to the Covid-19 ? @TMobile,2020-03-30 20:20:21+00:00,0.0,1.0,@TMobile,,covid
